Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?,Country,Continent,Department 1,Department 2,Level
NUS Business School,New York University,BIZ-DO-ZXY1027,MANAGERIAL SKILLS,3,,,,MNO3761X,Topics in L&HCM,4,,,,Y,United States of America,Americas,MNO,,3
NUS Business School,New York University,BIZ-DO-ZXY1120,MANAGING CHANGE,3,,,,MNO3711,Managing Change,4,,,,Y,United States of America,Americas,MNO,,3
NUS Business School,New York University,BIZ-DO-ZXY1227,MANAGING IN CREATIVE INDUSTRIES,3,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,United States of America,Americas,MNO,,3
NUS Business School,New York University,BIZ-DO-ZXY1046,MANAGING PEOPLE & TEAMS,3,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,United States of America,Americas,MNO,,3
NUS Business School,New York University,BIZ-DO-ZXY1056,MARKETING RESEARCH/RESEARCH FOR CUSTOMER INSIGHTS,3,,,,MKT2413,Marketing Research,4,,,,Y,United States of America,Americas,MKT,,2
NUS Business School,New York University,BIZ-DO-ZXY1388,"MERGERS, ACQUISITIONS & RESTRUCTURING",2,,,,FIN3120Y,Topic in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1148,MOVIE MARKETING,2,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,,Y,United States of America,Americas,MKT,,3
NUS Business School,New York University,BIZ-DO-ZXY1365,NEGOTIATION & CONSENSUS BUILDING,3,,,,MNO3702,Negotiation and Conflict Mgt,4,,,,Y,United States of America,Americas,MNO,,3
NUS Business School,New York University,BIZ-DO-ZXY1404,NEW PRODUCT MARKETING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,,Y,United States of America,Americas,MKT,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT146,Performance Strategies for Transfers,3,,,,TS3742,Department Exchange Module,4,,,,Y,United States of America,Americas,TS,,3
NUS Business School,New York University,BIZ-DO-ZXY1369,PORTFOLIO MANAGEMENT,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1232,PRINCIPLES OF MANAGERIAL ACCOUNTING,2,,,,ACC2706,Managerial Accounting,4,,,,Y,United States of America,Americas,ACC,,2
Faculty of Arts & Social Sci,New York University,FMTV-UT1095,Producing for Film,3,,,,TS3741,Department Exchange Module,4,,,,Y,United States of America,Americas,TS,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT101,Production Safety and Set Protocol,1,,,,TS2711,Department Exchange Module,4,,,,Y,United States of America,Americas,TS,,2
NUS Business School,New York University,BIZ-DO-ZXY1041,REAL ESTATE FINANCE,3,,,,FIN3761Y,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1394,REGRESSION & MULTIVARIATE DATA ANALYSIS,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1073,RETAIL MANAGEMENT,3,,,,MKT3720,Retail Marketing,4,,,,Y,United States of America,Americas,MKT,,3
NUS Business School,New York University,BIZ-DO-ZXY1003,RISK MANAGEMENT IN FINANCIAL INSTITUTIONS,3,,,,FIN3714,Financial Risk Management,4,,,,Y,United States of America,Americas,FIN,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT1084,Script Analysis,4,,,,EN3741,Department Exchange Module,4,,,,Y,United States of America,Americas,EN,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT43,Sight & Sound Filmmaking,6,,,,NM3230,Digital Storytelling,4,,,,Y,United States of America,Americas,NM,,3
NUS Business School,New York University,BIZ-DO-ZXY1007,STRATEGIC ANALYSIS,3,,,,BSP3701,Strategic Management,4,,,,Y,United States of America,Americas,BSP,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT 125,The Director’s Process,3,,,,TS3743,Department Exchange Module,4,,,,Y,United States of America,Americas,TS,,3
NUS Business School,New York University,MULT-UB27,The Financial System,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1105,TOPICS IN ENTREPRENEURIAL FINANCE,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1002,TRADING STRATEGIES AND SYSTEMS,,,,,FIN3761Y,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT1020,Writing the Short Screenplay,3,,,,EN2274,Introduction to Screenwriting,4,,,,Y,United States of America,Americas,EN,,2
NUS,NOC Beijing,510392,Entrepreneurial Management,2,,,,TR3002,New Venture Creation,4,,,,Y,China,Asia,TR,,3
NUS,NOC Beijing,PU001,Entrepreneurship Foundations,2,,,,TR3002,New Venture Creation,4,,,,Y,China,Asia,TR,,3
NUS,NOC Beijing,PU002,Hands-On Entrepreneurship,2,,,,TR3002,New Venture Creation,4,,,,Y,China,Asia,TR,,3
NUS,NOC Beijing,510232,Management of Technological Innovation,2,,,,TR3008,Technological Innovation,4,,,,Y,China,Asia,TR,,3
NUS,NOC Israel,1220-8010,NUS - Foundations of Entrepreneurship (TAU),2,,,,TR3002,New Venture Creation,4,,,,Y,Israel,Middle East,TR,,3
NUS,NOC Israel,1220-8010,NUS - Foundations of Entrepreneurship (TAU),2,,,,TR3002,,4,,,,Y,Israel,Middle East,TR,,3
NUS,NOC Israel,PU5348,Venture Creation - Adelson School,6,,,,TR3002,New Venture Creation,4,,,,Y,Israel,Middle East,TR,,3
NUS,NOC Israel,5348,Venture Creation - Adelson School,6,,,,TR3002,,4,,,,Y,Israel,Middle East,TR,,3
NUS,NOC Munich,WI001166,Advanced Topics in Innovation & Entrepreneurship: Entrepreneurial Prototyping,6,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Germany,Europe,TR,,3
NUS,NOC Munich,WI001166,Advanced Topics in Innovation & Entrepreneurship: Entrepreneurial Prototyping,6,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Germany,Europe,TR,,3
NUS,NOC New York,EG-UY1094,Innovation & Technology Forum,4,,,,TR3008,Technological Innovation,4,,,,Y,United States of America,Americas,TR,,3
NUS,NOC Shanghai,MANA115002,Basic Concept and Practice of Entrepreneurship for Undergraduate students,2,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Shanghai,MANA130388,Design Thinking Your Business – A Creative Guide (FUDAN),3,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Shanghai,MANA116001,Innovation and Entrepreneurship,2,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Shanghai,MANA130272,Marketing in China,3,,,,TR2201,Entrepreneurial Marketing,4,,,,Y,China,Asia,TR,,2
NUS,NOC Shanghai,MANA110056,Marketing Introduction,2,,,,TR2201,Entrepreneurial Marketing,4,,,,Y,China,Asia,TR,,2
NUS,NOC Shanghai,MANA130006,Marketing Management,3,,,,TR2201,Entrepreneurial Marketing,4,,,,Y,China,Asia,TR,,2
NUS,NOC Shanghai,MANA130058,New Products Development and Management,2,,,,TR3001,New Product Development,4,,,,Y,China,Asia,TR,,3
NUS,NOC Shenzhen,INO006,Design Integration and Innovation,2,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Shenzhen,INO006,Design Integration and Innovation,2,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Shenzhen,SS085,Innovation in Cultural & Creative Industries,2,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Shenzhen,SS085,Innovation in Cultural & Creative Industries,2,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,China,Asia,TR,,3
NUS,NOC Silicon Valley,MS&E271,Global Entrepreneurial Marketing,3,,,,TR3003,Global Entrepreneurial Mktg,4,,,,Y,United States of America,Americas,TR,,3
NUS,NOC Silicon Valley,MS&E178,The Spirit of Entrepreneurship,3,MS&E472,ENTREPRENEURIAL THOUGHT LEADERS' SEMINAR,1,TR4001,Gbl Entrepreneurial Leadershp,4,,,,Y,United States of America,Americas,TR,,4
NUS,NOC Stockholm,ME2815,Business Model Innovation,7.5,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Sweden,Europe,TR,,3
NUS,NOC Stockholm,AI2145,Entrepreneurship and Management,7.5,,,,TR3002,New Venture Creation,4,,,,Y,Sweden,Europe,TR,,3
NUS,NOC Stockholm,ME2816,Execution – Running Your Own Company,7.5,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Sweden,Europe,TR,,3
NUS,NOC Stockholm,ME2814,Ideation - Creating a Business Idea,7.5,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Sweden,Europe,TR,,3
NUS,NOC Toronto,CSC454H1,Business of Software,0.5,,,,TR3002,New Venture Creation,4,,,,Y,Canada,Americas,TR,,3
NUS,NOC Toronto,RSM490H1,International Strategy,0.5,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Canada,Americas,TR,,3
NUS,NOC Toronto,RSM494H1S,Technology Strategy,0.5,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Canada,Americas,TR,,3
NUS,NOC Toronto,RSM340H1,The Opposable Mind,0.5,,,,TR3049,Top in Entrepreneurship (TIE),4,,,,Y,Canada,Americas,TR,,3
NUS Business School,North Carolina State University,BUSI409,ADVANCED CORPORATE FINANCE,3,,,,FIN3701,Corporate Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,North Carolina State University,BUSI562,CONSUMER BEHAVIOUR,3,,,,MKT3702,Consumer Behaviour,4,,,,Y,United States of America,Americas,MKT,,3
NUS Business School,North Carolina State University,BUSI580H,Investments,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,North Carolina State University,BUSI580,INVESTMENTS,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,North Carolina State University,BUSI532,SERVICE OPERATIONS,3,,,,DOS3703,Service Operations Management,4,,,,Y,United States of America,Americas,DOS,,3
NUS Business School,North Carolina State University,BUSI602,STRATEGIC ECONOMICS,1.5,,,,BSP3701,Strategic Management,4,,,,Y,United States of America,Americas,BSP,,3
NUS Business School,North Carolina State University,BUSI698,STRATEGIC MANAGEMENT,1.5,,,,BSP3701,Strategic Management,4,,,,Y,United States of America,Americas,BSP,,3
NUS Business School,North Carolina State University,BUSI411,STRATEGIC MANAGEMENT,1.5,,,,BSP3701,Strategic Management,4,,,,Y,United States of America,Americas,BSP,,3
Faculty of Science,Northwestern University,BIOL SCI 315-0,Advanced Cell Biology,1,,,,LSM4232,Advanced Cell Biology,4,,,,Y,United States of America,Americas,LSM,,4
School of Computing,Northwestern University,COMP_SCI496,Advanced Topics on Deep Learning,3,,,,CS5242,Neural Networks &Deep Learning,4,,,,,United States of America,Americas,CS,,5
Faculty of Engineering,Northwestern University,ECON383-0,Applied Econometrics,1,,,,IE4124,Department Exchange Module,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Science,Northwestern University,STAT354-0,Applied Time Series Modeling and Forecasting,1,,,,ST3233,Applied Time Series Analysis,4,,,,Y,United States of America,Americas,ST,,3
Faculty of Science,Northwestern University,BIOL SCI 323,Bioinformatics: Sequence & Structure Analysis,1,,,,LSM2241,Introductory Bioinformatics,4,,,,Y,United States of America,Americas,LSM,,2
Faculty of Science,Northwestern University,BIOL SCI 327,Biology of Aging,1,,,,LSM3217,Human Ageing,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Northwestern University,BIOL SCI 309-0,Concepts and Logic in Biochemistry,1,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United States of America,Americas,LSM,,3
School of Computing,Northwestern University,STAT 301-2,Data Science 2,3,,,,BT2101,Decision Making Methods & Tool,4,,,,,United States of America,Americas,BT,,2
School of Computing,Northwestern University,EECS214,DATA STRUCTURES AND DATA MANAGEMENT,3,,,,CS2040,Data Structures and Algorithms,4,,,,N,United States of America,Americas,CS,,2
School of Computing,Northwestern University,EECS 336,DESIGN & ANALYSIS OF ALGORITHMS,3,,,,CS3230,Design & Analysis of Algorithm,4,,,,N,United States of America,Americas,CS,,3
Faculty of Engineering,Northwestern University,EECS336,Design and Analysis of Algorithms,1,,,,IE4985,Exchange Elective,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Science,Northwestern University,BIOL SCI 304,Developmental Neurobiology,1,,,,LSM3216,Neuronal Development and Disea,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Northwestern University,IEMS317,DISCRETE-EVENT SYSTEM SIMULATION,1,,,,ST3247,Simulation,4,,,,Y,United States of America,Americas,ST,,3
Faculty of Science,Northwestern University,BIOL SCI 378,Functional Genomics,1,,,,LSM4241,Functional Genomics,4,,,,Y,United States of America,Americas,LSM,,4
School of Computing,Northwestern University,COMP_SCI211-0,Fundamentals of Computer Programming II,3,,,,CS2030,Programming Methodology II,4,,,,,United States of America,Americas,CS,,2
Faculty of Science,Northwestern University,BIOL SCI 306-0,Fundamentals of Neurobiology II,1,,,,LSM3216,Neuronal Development and Disea,4,,,,Y,United States of America,Americas,LSM,,3
School of Computing,Northwestern University,EECS330,Human Computer Interaction,3,,,,CS3240,Interaction Design,4,,,,N,United States of America,Americas,CS,,3
School of Computing,Northwestern University,CIS330,Human Computer Interaction,3,,,,CS3240,Interaction Design,4,,,,,United States of America,Americas,CS,,3
Faculty of Engineering,Northwestern University,IEMS457,Integer Programming,1,,,,IE4504,Exchange Elective,4,,,,Y,United States of America,Americas,IE,,4
School of Computing,Northwestern University,COMP_SCI 396,Interactive Information Visualization,3,,,,CS5346,Information Visualisation,4,,,,N,United States of America,Americas,CS,,5
School of Computing,Northwestern University,COMP_SCI348,Intro to Artificial Intelligence,3,,,,CS3243,Introduction to Artificial Int,4,,,,N,United States of America,Americas,CS,,3
School of Computing,Northwestern University,EECS 351-1,INTRO TO COMPUTER GRAPHICS,3,,,,CS3241,Computer Graphics,4,,,,N,United States of America,Americas,CS,,3
School of Computing,Northwestern University,EECS340,Introduction to Computer Networking,3,,,,CS2105,Intro to Computer Networks,4,,,,,United States of America,Americas,CS,,2
School of Computing,Northwestern University,ELEC_ENG 332,Introduction to Computer Vision,3,,,,CS4243,Comp Vision & Pattern Recogntn,4,,,,N,United States of America,Americas,CS,,4
Faculty of Engineering,Northwestern University,IEMS373,Introduction to Financial Engineering,1,,,,IE4992,Exchange Elective 2,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Engineering,Northwestern University,MATH368-0,Introduction to Optimization,1,,,,IE2110,Operations Research I,4,,,,Y,United States of America,Americas,IE,,2
Faculty of Science,Northwestern University,MATH368-0,Introduction to Optimization,1,,,,DSA3102,Essential Data Analytics Tool,4,,,,Y,United States of America,Americas,DSA,,3
School of Computing,Northwestern University,COMP_SCI349,Machine Learning,3,,,,CS3244,Machine Learning,4,,,,N,United States of America,Americas,CS,,3
Faculty of Engineering,Northwestern University,MATH-366-1,Mathematical Models in Finance,1,,,,IE4991,Exchange Elective 1,4,,,,Y,United States of America,Americas,IE,,4
School of Computing,Northwestern University,IEMS351,Optimization Methods In Data Science,3,,,,BT3102,Computational Methods for Busi,4,,,,,United States of America,Americas,BT,,3
Faculty of Science,Northwestern University,BIOL SCI 358-0,Physiology Laboratory,1,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Northwestern University,BIOL SCI 341-0,Population Genetics,1,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Engineering,Northwestern University,IEMS406-1,Production and Logistics,1,,,,IE4114,Department Exchange Module,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Engineering,Northwestern University,IEMS480-1,Production and Logistics 1,1,,,,IE4984,Exchange Elective,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Engineering,Northwestern University,IEMS382,Production Planning and Scheduling,1,,,,IE3120,Manufacturing Logistics,4,,,,Y,United States of America,Americas,IE,,3
School of Computing,Northwestern University,COMP_SCI321,Programming Languages,3,,,,CS4215,Programming Language Implement,4,,,,N,United States of America,Americas,CS,,4
School of Computing,Northwestern University,CIS494,Project Management Concepts,3,,,,IS4100,IT Project Management,4,,,,,United States of America,Americas,IS,,4
Faculty of Engineering,Northwestern University,IEMS383,Service Operations Management,1,,,,IE5213,,4,,,,Y,United States of America,Americas,IE,,5
School of Computing,Northwestern University,COMM_ST 352_0,Social Network Analysis,3,,,,IS4241,Social Media Network Analysis,4,,,,,United States of America,Americas,IS,,4
Faculty of Engineering,Northwestern University,IEMS341,Social Network Analysis,1,,,,IE4014,Department Exchange Module,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Science,Northwestern University,IEMS304,STATISTICAL LEARNING FOR DATA ANALYSIS,1,,,,ST3248,Statistical Learning I,4,,,,Y,United States of America,Americas,ST,,3
Faculty of Engineering,Northwestern University,IEMS304,Statistical Methods for Data Mining,1,,,,IE4004,Department Exchange Module,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Engineering,Northwestern University,IEMS468,Stochastic Control,1,,,,IE4210,Operations Research II,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Engineering,Northwestern University,IEMS315,Stochastic Models and Simulation,1,,,,IE2100,Probability Models With Applns,4,,,,Y,United States of America,Americas,IE,,2
Faculty of Engineering,Northwestern University,IEMS432,Systems Engineering,1,,,,IE4014,Department Exchange Module,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Engineering,Northwestern University,IEMS392,Systems Project Management,1,,,,IE4240,Project Management,4,,,,Y,United States of America,Americas,IE,,4
Faculty of Arts & Social Sci,Norwegian Sch of Veterinary Science,IR3062,The United Nations Since 1945,30,,,,PS3880D,Politics of the United Nations,4,,,,Y,Norway,Europe,PS,,3
NUS Business School,Norwegian School of Economics,STR444,(INNOVATION MANAGEMENT AND) ENTREPRENEURSHIP,7.5,,,,TR3002,New Venture Creation,4,,,,Y,Norway,Europe,TR,,3
NUS Business School,Norwegian School of Economics,STR444,(INNOVATION MANAGEMENT AND) ENTREPRENEURSHIP,7.5,,,,BSN3702,New Venture Creation,4,,,,Y,Norway,Europe,BSN,,3
NUS Business School,Norwegian School of Economics,VOA039,ACCOUNTING ETHICS: ETHICAL DECISION MAKING FOR ACCOUNTING PRACTICE,7.5,,,,FIN3761Y,Topics in Finance,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,ECO422,ADVANCED CORPORATE FINANCE,7.5,,,,FIN3701,Corporate Finance,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,BUS430,ADVANCED VALUATION/FINANCIAL ACCOUNTING AND CAPITAL MARKETS,7.5,,,,FIN3720,Financial Statement Analysis,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,FIE451,Applied Assets Management,7.5,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,FIE435,APPLIED FINANCES,7.5,,,,FIN3761Y,Topics in Finance,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,FIE438,Applied Portfolio Management,7.5,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Norway,Europe,FIN,,3
School of Computing,Norwegian School of Economics,BAN401,Applied Programming and Data Analysis for Business,6,,,,IT3010,Data Management for Business,4,,,,N,Norway,Europe,IT,,3
NUS Business School,Norwegian School of Economics,FIE444,BANKING,7.5,,,,FIN3713,Bank Management,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,FIE434,BEHAVIORAL FINANCE & WEALTH MANAGEMENT,7.5,,,,FIN3761X,Topics in Finance,4,,,,Y,Norway,Europe,FIN,,3
NUS Business School,Norwegian School of Economics,MBM402,BRAND EQUITY AND PRICING,7.5,,,,MKT3418,Product And Brand Management,4,,,,Y,Norway,Europe,MKT,,3
NUS Business School,Norwegian School of Economics,MBM402B,BRAND MANAGEMENT,7.5,,,,MKT3719,Branding Strategy,4,,,,Y,Norway,Europe,MKT,,3
